datemesure;day_sin;day_cos;numero_jour
2014-01-01;0.0171663297547073;0.9998526477050268;1
2014-01-02;0.0343276005132434;0.9994106342455052;2
2014-01-03;0.0514787547703465;0.9986740898848304;3
2014-01-04;0.068614738002134;0.9976432316860064;4
2014-01-05;0.0857305001556943;0.9963183634476755;5
2014-01-06;0.1028209971373604;0.9946998756145892;6
2014-01-07;0.1198811922992272;0.99278824516254;7
2014-01-08;0.1369060579234752;0.990584035457797;8
2014-01-09;0.1538905767040617;0.9880878960910772;9
2014-01-10;0.1708297432253441;0.985300562686109;10
2014-01-11;0.1877185654371987;0.9822228566828408;11
2014-01-12;0.2045520661262008;0.9788556850953578;12
2014-01-13;0.2213252843824325;0.9752000402445824;13
2014-01-14;0.2380332770614856;0.9712569994658314;14
2014-01-15;0.2546711202412287;0.9670277247913204;15
2014-01-16;0.27123391067291;0.962513462607708;16
2014-01-17;0.287716767226167;0.9577155432887804;17
2014-01-18;0.3041148323275178;0.9526353808033824;18
2014-01-19;0.3204232733919111;0.9472744722987168;19
2014-01-20;0.3366372842469102;0.941634397659126;20
2014-01-21;0.3527520865490948;0.9357168190404936;21
2014-01-22;0.3687629311922601;0.9295234803804004;22
2014-01-23;0.3846650997070012;0.923056206884176;23
2014-01-24;0.4004539056512664;0.9163169044870048;24
2014-01-25;0.4161246959914744;0.9093075592922358;25
2014-01-26;0.4316728524737838;0.9020302369860708;26
2014-01-27;0.4470937929851138;0.8944870822287956;27
2014-01-28;0.4623829729035149;0.88668031802274;28
2014-01-29;0.4775358864374882;0.8786122450571483;29
2014-01-30;0.4925480679538643;0.8702852410301553;30
2014-01-31;0.5074150932938455;0.8617017599480682;31
2014-02-01;0.5221325810768248;0.8528643314021597;32
2014-02-02;0.5366961939916004;0.8437755598231856;33
2014-02-03;0.5511016400746002;0.8344381237138473;34
2014-02-04;0.5653446739747429;0.8248547748594244;35
2014-02-05;0.5794210982045637;0.8150283375168114;36
2014-02-06;0.593326764377232;0.8049617075821959;37
2014-02-07;0.6070575744291002;0.7946578517376252;38
2014-02-08;0.6206094818274227;0.7841198065767105;39
2014-02-09;0.6339784927628866;0.7733506777097299;40
2014-02-10;0.647160667326606;0.7623536388483904;41
2014-02-11;0.6601521206712317;0.7511319308705199;42
2014-02-12;0.6729490241558329;0.7396888608649669;43
2014-02-13;0.6855476064742154;0.7280278011569848;44
2014-02-14;0.6979441547663435;0.7161521883143933;45
2014-02-15;0.7101350157125358;0.7040655221348057;46
2014-02-16;0.7221165966101162;0.691771364614222;47
2014-02-17;0.733885366432199;0.6792733388972931;48
2014-02-18;0.7454378568683001;0.6665751282095632;49
2014-02-19;0.7567706633464625;0.653680474772006;50
